Time: 2021-12-31 01:05, Log: waterLV:402
Time: 2022-01-02 18:10, Log: pumped
Time: 2022-01-02 18:15, Log: waterLV:687
Time: 2022-01-02 18:15, Log: pumped
Time: 2022-01-02 18:20, Log: waterLV:654
Time: 2022-01-02 18:20, Log: pumped
Time: 2022-01-02 18:25, Log: waterLV:647
Time: 2022-01-02 18:25, Log: pumped
Time: 2022-01-02 18:30, Log: waterLV:654
Time: 2022-01-02 18:30, Log: pumped
Time: 2022-01-02 18:35, Log: waterLV:648
Time: 2022-01-02 18:35, Log: pumped
Time: 2022-01-02 18:40, Log: waterLV:647
Time: 2022-01-02 18:40, Log: pumped
Time: 2022-01-02 18:45, Log: waterLV:656
Time: 2022-01-02 18:45, Log: pumped
Time: 2022-01-02 18:50, Log: waterLV:651
Time: 2022-01-02 18:50, Log: pumped
Time: 2022-01-02 18:55, Log: waterLV:648
Time: 2022-01-02 18:55, Log: pumped
Time: 2022-01-02 19:00, Log: waterLV:648
Time: 2022-01-02 19:00, Log: pumped
Time: 2022-01-02 19:05, Log: waterLV:657
Time: 2022-01-02 19:05, Log: pumped
Time: 2022-01-02 19:10, Log: waterLV:654
Time: 2022-01-02 19:10, Log: pumped
Time: 2022-01-02 19:15, Log: waterLV:656
Time: 2022-01-02 19:15, Log: pumped
Time: 2022-01-02 19:20, Log: waterLV:657
Time: 2022-01-02 19:20, Log: pumped
Time: 2022-01-02 19:25, Log: waterLV:655
Time: 2022-01-02 19:25, Log: pumped
Time: 2022-01-02 19:30, Log: waterLV:651
Time: 2022-01-02 19:30, Log: pumped
Time: 2022-01-02 19:35, Log: waterLV:658
Time: 2022-01-02 19:35, Log: pumped
Time: 2022-01-02 19:40, Log: waterLV:655
Time: 2022-01-02 19:40, Log: pumped
Time: 2022-01-02 19:45, Log: waterLV:660
Time: 2022-01-02 19:45, Log: pumped
Time: 2022-01-02 19:50, Log: waterLV:660
Time: 2022-01-02 19:50, Log: pumped
Time: 2022-01-02 19:55, Log: waterLV:653
Time: 2022-01-02 19:55, Log: pumped
Time: 2022-01-02 20:00, Log: waterLV:650
Time: 2022-01-02 20:00, Log: pumped
Time: 2022-01-02 20:05, Log: waterLV:650
Time: 2022-01-02 20:05, Log: pumped
Time: 2022-01-02 20:10, Log: waterLV:659
Time: 2022-01-02 20:10, Log: pumped
Time: 2022-01-02 20:15, Log: waterLV:658
Time: 2022-01-02 20:15, Log: pumped
Time: 2022-01-02 20:20, Log: waterLV:650
Time: 2022-01-02 20:20, Log: pumped
Time: 2022-01-02 20:25, Log: waterLV:654
Time: 2022-01-02 20:25, Log: pumped
Time: 2022-01-02 20:30, Log: waterLV:655
Time: 2022-01-02 20:30, Log: pumped
Time: 2022-01-02 20:35, Log: waterLV:656
Time: 2022-01-02 20:35, Log: pumped
Time: 2022-01-02 20:40, Log: waterLV:648
Time: 2022-01-02 20:40, Log: pumped
Time: 2022-01-02 20:45, Log: waterLV:648
Time: 2022-01-02 20:45, Log: pumped
Time: 2022-01-02 20:50, Log: waterLV:648
Time: 2022-01-02 20:50, Log: pumped
Time: 2022-01-02 20:55, Log: waterLV:647
Time: 2022-01-02 20:55, Log: pumped
Time: 2022-01-02 21:00, Log: waterLV:648
Time: 2022-01-02 21:00, Log: pumped
Time: 2022-01-02 21:05, Log: waterLV:647
Time: 2022-01-02 21:05, Log: pumped
Time: 2022-01-02 21:10, Log: waterLV:650
Time: 2022-01-02 21:10, Log: pumped
Time: 2022-01-02 21:15, Log: waterLV:655
Time: 2022-01-02 21:15, Log: pumped
Time: 2022-01-02 21:20, Log: waterLV:651
Time: 2022-01-02 21:20, Log: pumped
Time: 2022-01-02 21:25, Log: waterLV:652
Time: 2022-01-02 21:25, Log: pumped
Time: 2022-01-02 21:30, Log: waterLV:655
Time: 2022-01-02 21:30, Log: pumped
Time: 2022-01-02 21:35, Log: waterLV:648
Time: 2022-01-02 21:35, Log: pumped
Time: 2022-01-02 21:40, Log: waterLV:650
Time: 2022-01-02 21:40, Log: pumped
Time: 2022-01-02 21:45, Log: waterLV:647
Time: 2022-01-02 21:45, Log: pumped
Time: 2022-01-02 21:50, Log: waterLV:647
Time: 2022-01-02 21:50, Log: pumped
Time: 2022-01-02 21:55, Log: waterLV:646
Time: 2022-01-02 21:55, Log: pumped
Time: 2022-01-02 22:00, Log: waterLV:653
Time: 2022-01-02 22:00, Log: pumped
Time: 2022-01-02 22:05, Log: waterLV:653
Time: 2022-01-02 22:05, Log: pumped
Time: 2022-01-02 22:10, Log: waterLV:654
Time: 2022-01-02 22:10, Log: pumped
Time: 2022-01-02 22:15, Log: waterLV:647
Time: 2022-01-02 22:15, Log: pumped
Time: 2022-01-02 22:20, Log: waterLV:646
Time: 2022-01-02 22:20, Log: pumped
Time: 2022-01-02 22:25, Log: waterLV:647
Time: 2022-01-02 22:25, Log: pumped
Time: 2022-01-02 22:30, Log: waterLV:653
Time: 2022-01-02 22:30, Log: pumped
Time: 2022-01-02 22:35, Log: waterLV:648
Time: 2022-01-02 22:35, Log: pumped
Time: 2022-01-02 22:40, Log: waterLV:650
Time: 2022-01-02 22:40, Log: pumped
Time: 2022-01-02 22:45, Log: waterLV:651
Time: 2022-01-02 22:45, Log: pumped
Time: 2022-01-02 22:50, Log: waterLV:645
Time: 2022-01-02 22:50, Log: pumped
Time: 2022-01-02 22:55, Log: waterLV:653
Time: 2022-01-02 22:55, Log: pumped
Time: 2022-01-02 23:00, Log: waterLV:653
Time: 2022-01-02 23:00, Log: pumped
Time: 2022-01-02 23:05, Log: waterLV:647
Time: 2022-01-02 23:05, Log: pumped
Time: 2022-01-02 23:10, Log: waterLV:647
Time: 2022-01-02 23:10, Log: pumped
Time: 2022-01-02 23:15, Log: waterLV:651
Time: 2022-01-02 23:15, Log: pumped
Time: 2022-01-02 23:20, Log: waterLV:647
Time: 2022-01-02 23:20, Log: pumped
Time: 2022-01-02 23:25, Log: waterLV:645
Time: 2022-01-02 23:25, Log: pumped
Time: 2022-01-02 23:30, Log: waterLV:645
Time: 2022-01-02 23:30, Log: pumped
Time: 2022-01-02 23:35, Log: waterLV:654
Time: 2022-01-02 23:35, Log: pumped
Time: 2022-01-02 23:40, Log: waterLV:644
Time: 2022-01-02 23:40, Log: pumped
Time: 2022-01-02 23:45, Log: waterLV:645
Time: 2022-01-02 23:45, Log: pumped
Time: 2022-01-02 23:50, Log: waterLV:645
Time: 2022-01-02 23:50, Log: pumped
Time: 2022-01-02 23:55, Log: waterLV:652
Time: 2022-01-02 23:55, Log: pumped
Time: 2022-01-03 00:00, Log: waterLV:652
Time: 2022-01-03 00:00, Log: pumped
Time: 2022-01-03 00:05, Log: waterLV:652
Time: 2022-01-03 00:05, Log: pumped
Time: 2022-01-03 00:10, Log: waterLV:643
Time: 2022-01-03 00:10, Log: pumped
Time: 2022-01-03 00:15, Log: waterLV:642
Time: 2022-01-03 00:15, Log: pumped
Time: 2022-01-03 00:20, Log: waterLV:649
Time: 2022-01-03 00:20, Log: pumped
Time: 2022-01-03 00:25, Log: waterLV:650
Time: 2022-01-03 00:25, Log: pumped
Time: 2022-01-03 00:30, Log: waterLV:647
Time: 2022-01-03 00:30, Log: pumped
Time: 2022-01-03 00:35, Log: waterLV:651
Time: 2022-01-03 00:35, Log: pumped
Time: 2022-01-03 00:40, Log: waterLV:642
Time: 2022-01-03 00:40, Log: pumped
Time: 2022-01-03 00:45, Log: waterLV:645
Time: 2022-01-03 00:45, Log: pumped
Time: 2022-01-03 00:50, Log: waterLV:644
Time: 2022-01-03 00:50, Log: pumped
Time: 2022-01-03 00:55, Log: waterLV:642
Time: 2022-01-03 00:55, Log: pumped
Time: 2022-01-03 01:00, Log: waterLV:650
Time: 2022-01-03 01:00, Log: pumped
Time: 2022-01-03 01:05, Log: waterLV:643
Time: 2022-01-03 01:05, Log: pumped
Time: 2022-01-03 01:10, Log: waterLV:643
Time: 2022-01-03 01:10, Log: pumped
Time: 2022-01-03 01:15, Log: waterLV:643
Time: 2022-01-03 01:15, Log: pumped
Time: 2022-01-03 01:20, Log: waterLV:643
Time: 2022-01-03 01:20, Log: pumped
Time: 2022-01-03 01:25, Log: waterLV:642
Time: 2022-01-03 01:25, Log: pumped
Time: 2022-01-03 01:30, Log: waterLV:648
Time: 2022-01-03 01:30, Log: pumped
Time: 2022-01-03 01:35, Log: waterLV:640
Time: 2022-01-03 01:35, Log: pumped
Time: 2022-01-03 01:40, Log: waterLV:648
Time: 2022-01-03 01:40, Log: pumped
Time: 2022-01-03 01:45, Log: waterLV:641
Time: 2022-01-03 01:45, Log: pumped
Time: 2022-01-03 01:50, Log: waterLV:640
Time: 2022-01-03 01:50, Log: pumped
Time: 2022-01-03 01:55, Log: waterLV:643
Time: 2022-01-03 01:55, Log: pumped
Time: 2022-01-03 02:00, Log: waterLV:646
Time: 2022-01-03 02:00, Log: pumped
Time: 2022-01-03 02:05, Log: waterLV:640
Time: 2022-01-03 02:05, Log: pumped
Time: 2022-01-03 02:10, Log: waterLV:647
Time: 2022-01-03 02:10, Log: pumped
Time: 2022-01-03 02:15, Log: waterLV:647
Time: 2022-01-03 02:15, Log: pumped
Time: 2022-01-03 02:20, Log: waterLV:640
Time: 2022-01-03 02:20, Log: pumped
Time: 2022-01-03 02:25, Log: waterLV:652
Time: 2022-01-03 02:25, Log: pumped
Time: 2022-01-03 02:30, Log: waterLV:648
Time: 2022-01-03 02:30, Log: pumped
Time: 2022-01-03 02:35, Log: waterLV:654
Time: 2022-01-03 02:35, Log: pumped
Time: 2022-01-03 02:40, Log: waterLV:646
Time: 2022-01-03 02:40, Log: pumped
Time: 2022-01-03 02:45, Log: waterLV:644
Time: 2022-01-03 02:45, Log: pumped
Time: 2022-01-03 02:50, Log: waterLV:648
Time: 2022-01-03 02:50, Log: pumped
Time: 2022-01-03 02:55, Log: waterLV:646
Time: 2022-01-03 02:55, Log: pumped
Time: 2022-01-03 03:00, Log: waterLV:648
Time: 2022-01-03 03:00, Log: pumped
Time: 2022-01-03 03:05, Log: waterLV:654
Time: 2022-01-03 03:05, Log: pumped
Time: 2022-01-03 03:10, Log: waterLV:654
Time: 2022-01-03 03:10, Log: pumped
Time: 2022-01-03 03:15, Log: waterLV:644
Time: 2022-01-03 03:15, Log: pumped
Time: 2022-01-03 03:20, Log: waterLV:645
Time: 2022-01-03 03:20, Log: pumped
Time: 2022-01-03 03:25, Log: waterLV:646
Time: 2022-01-03 03:25, Log: pumped
Time: 2022-01-03 03:30, Log: waterLV:645
Time: 2022-01-03 03:30, Log: pumped
Time: 2022-01-03 03:35, Log: waterLV:653
Time: 2022-01-03 03:35, Log: pumped
Time: 2022-01-03 03:40, Log: waterLV:644
Time: 2022-01-03 03:40, Log: pumped
Time: 2022-01-03 03:45, Log: waterLV:646
Time: 2022-01-03 03:45, Log: pumped
Time: 2022-01-03 03:50, Log: waterLV:646
Time: 2022-01-03 03:50, Log: pumped
Time: 2022-01-03 03:55, Log: waterLV:654
Time: 2022-01-03 03:55, Log: pumped
Time: 2022-01-03 04:00, Log: waterLV:649
Time: 2022-01-03 04:00, Log: pumped
Time: 2022-01-03 04:05, Log: waterLV:651
Time: 2022-01-03 04:05, Log: pumped
Time: 2022-01-03 04:10, Log: waterLV:650
Time: 2022-01-03 04:10, Log: pumped
Time: 2022-01-03 04:15, Log: waterLV:650
Time: 2022-01-03 04:15, Log: pumped
Time: 2022-01-03 04:20, Log: waterLV:644
Time: 2022-01-03 04:20, Log: pumped
Time: 2022-01-03 04:25, Log: waterLV:645
Time: 2022-01-03 04:25, Log: pumped
Time: 2022-01-03 04:30, Log: waterLV:654
Time: 2022-01-03 04:30, Log: pumped
Time: 2022-01-03 04:35, Log: waterLV:653
Time: 2022-01-03 04:35, Log: pumped
Time: 2022-01-03 04:40, Log: waterLV:652
Time: 2022-01-03 04:40, Log: pumped
Time: 2022-01-03 04:45, Log: waterLV:650
Time: 2022-01-03 04:45, Log: pumped
Time: 2022-01-03 04:50, Log: waterLV:652
Time: 2022-01-03 04:50, Log: pumped
Time: 2022-01-03 04:55, Log: waterLV:648
Time: 2022-01-03 04:55, Log: pumped
Time: 2022-01-03 05:00, Log: waterLV:645
Time: 2022-01-03 05:00, Log: pumped
Time: 2022-01-03 05:05, Log: waterLV:651
Time: 2022-01-03 05:05, Log: pumped
Time: 2022-01-03 05:10, Log: waterLV:653
Time: 2022-01-03 05:10, Log: pumped
Time: 2022-01-03 05:15, Log: waterLV:653
Time: 2022-01-03 05:15, Log: pumped
Time: 2022-01-03 05:20, Log: waterLV:645
Time: 2022-01-03 05:20, Log: pumped
Time: 2022-01-03 05:25, Log: waterLV:649
Time: 2022-01-03 05:25, Log: pumped
Time: 2022-01-03 05:30, Log: waterLV:645
Time: 2022-01-03 05:30, Log: pumped
Time: 2022-01-03 05:35, Log: waterLV:644
Time: 2022-01-03 05:35, Log: pumped
Time: 2022-01-03 05:40, Log: waterLV:644
Time: 2022-01-03 05:40, Log: pumped
Time: 2022-01-03 05:45, Log: waterLV:652
Time: 2022-01-03 05:45, Log: pumped
Time: 2022-01-03 05:50, Log: waterLV:653
Time: 2022-01-03 05:50, Log: pumped
Time: 2022-01-03 05:55, Log: waterLV:644
Time: 2022-01-03 05:55, Log: pumped
Time: 2022-01-03 06:00, Log: waterLV:652
Time: 2022-01-03 06:00, Log: pumped
Time: 2022-01-03 06:05, Log: waterLV:646
Time: 2022-01-03 06:05, Log: pumped
Time: 2022-01-03 06:10, Log: waterLV:651
Time: 2022-01-03 06:10, Log: pumped
Time: 2022-01-03 06:15, Log: waterLV:651
Time: 2022-01-03 06:15, Log: pumped
Time: 2022-01-03 06:20, Log: waterLV:644
Time: 2022-01-03 06:20, Log: pumped
Time: 2022-01-03 06:25, Log: waterLV:645
Time: 2022-01-03 06:25, Log: pumped
Time: 2022-01-03 06:30, Log: waterLV:643
Time: 2022-01-03 06:30, Log: pumped
Time: 2022-01-03 06:35, Log: waterLV:651
Time: 2022-01-03 06:35, Log: pumped
Time: 2022-01-03 06:40, Log: waterLV:652
Time: 2022-01-03 06:40, Log: pumped
Time: 2022-01-03 06:45, Log: waterLV:651
Time: 2022-01-03 06:45, Log: pumped
Time: 2022-01-03 06:50, Log: waterLV:651
Time: 2022-01-03 06:50, Log: pumped
Time: 2022-01-03 06:55, Log: waterLV:651
Time: 2022-01-03 06:55, Log: pumped
Time: 2022-01-03 07:00, Log: waterLV:644
Time: 2022-01-03 07:00, Log: pumped
Time: 2022-01-03 07:05, Log: waterLV:653
Time: 2022-01-03 07:05, Log: pumped
Time: 2022-01-03 07:10, Log: waterLV:649
Time: 2022-01-03 07:10, Log: pumped
Time: 2022-01-03 07:15, Log: waterLV:645
Time: 2022-01-03 07:15, Log: pumped
Time: 2022-01-03 07:20, Log: waterLV:650
Time: 2022-01-03 07:20, Log: pumped
Time: 2022-01-03 07:25, Log: waterLV:653
Time: 2022-01-03 07:25, Log: pumped
Time: 2022-01-03 07:30, Log: waterLV:649
Time: 2022-01-03 07:30, Log: pumped
Time: 2022-01-03 07:35, Log: waterLV:644
Time: 2022-01-03 07:35, Log: pumped
Time: 2022-01-03 07:40, Log: waterLV:653
Time: 2022-01-03 07:40, Log: pumped
Time: 2022-01-03 07:45, Log: waterLV:644
Time: 2022-01-03 07:45, Log: pumped
Time: 2022-01-03 07:50, Log: waterLV:644
Time: 2022-01-03 07:50, Log: pumped
Time: 2022-01-03 07:55, Log: waterLV:653
Time: 2022-01-03 07:55, Log: pumped
Time: 2022-01-03 08:00, Log: waterLV:644
Time: 2022-01-03 08:00, Log: pumped
Time: 2022-01-03 08:05, Log: waterLV:648
Time: 2022-01-03 08:05, Log: pumped
Time: 2022-01-03 08:10, Log: waterLV:643
Time: 2022-01-03 08:10, Log: pumped
Time: 2022-01-03 08:15, Log: waterLV:651
Time: 2022-01-03 08:15, Log: pumped
Time: 2022-01-03 08:20, Log: waterLV:652
Time: 2022-01-03 08:20, Log: pumped
Time: 2022-01-03 08:25, Log: waterLV:652
Time: 2022-01-03 08:25, Log: pumped
Time: 2022-01-03 08:30, Log: waterLV:649
Time: 2022-01-03 08:30, Log: pumped
Time: 2022-01-03 08:35, Log: waterLV:643
Time: 2022-01-03 08:35, Log: pumped
Time: 2022-01-03 08:40, Log: waterLV:644
Time: 2022-01-03 08:40, Log: pumped
Time: 2022-01-03 08:45, Log: waterLV:649
Time: 2022-01-03 08:45, Log: pumped
Time: 2022-01-03 08:50, Log: waterLV:649
Time: 2022-01-03 08:50, Log: pumped
Time: 2022-01-03 08:55, Log: waterLV:643
Time: 2022-01-03 08:55, Log: pumped
Time: 2022-01-03 09:00, Log: waterLV:649
Time: 2022-01-03 09:00, Log: pumped
Time: 2022-01-03 09:05, Log: waterLV:641
Time: 2022-01-03 09:05, Log: pumped
Time: 2022-01-03 09:10, Log: waterLV:649
Time: 2022-01-03 09:10, Log: pumped
Time: 2022-01-03 09:15, Log: waterLV:640
Time: 2022-01-03 09:15, Log: pumped
Time: 2022-01-03 09:20, Log: waterLV:645
Time: 2022-01-03 09:20, Log: pumped
Time: 2022-01-03 09:25, Log: waterLV:648
Time: 2022-01-03 09:25, Log: pumped
Time: 2022-01-03 09:30, Log: waterLV:649
Time: 2022-01-03 09:30, Log: pumped
Time: 2022-01-03 09:35, Log: waterLV:644
Time: 2022-01-03 09:35, Log: pumped
Time: 2022-01-03 09:40, Log: waterLV:644
Time: 2022-01-03 09:40, Log: pumped
Time: 2022-01-03 09:45, Log: waterLV:649
Time: 2022-01-03 09:45, Log: pumped
Time: 2022-01-03 09:50, Log: waterLV:648
Time: 2022-01-03 09:50, Log: pumped
Time: 2022-01-03 09:55, Log: waterLV:649
Time: 2022-01-03 09:55, Log: pumped
Time: 2022-01-03 10:00, Log: waterLV:649
Time: 2022-01-03 10:00, Log: pumped
Time: 2022-01-03 10:05, Log: waterLV:641
Time: 2022-01-03 10:05, Log: pumped
Time: 2022-01-03 10:10, Log: waterLV:649
Time: 2022-01-03 10:10, Log: pumped
Time: 2022-01-03 10:15, Log: waterLV:649
Time: 2022-01-03 10:15, Log: pumped
Time: 2022-01-03 10:20, Log: waterLV:640
Time: 2022-01-03 10:20, Log: pumped
Time: 2022-01-03 10:25, Log: waterLV:641
Time: 2022-01-03 10:25, Log: pumped
Time: 2022-01-03 10:30, Log: waterLV:647
Time: 2022-01-03 10:30, Log: pumped
Time: 2022-01-03 10:35, Log: waterLV:650
Time: 2022-01-03 10:35, Log: pumped
Time: 2022-01-03 10:40, Log: waterLV:646
Time: 2022-01-03 10:40, Log: pumped
Time: 2022-01-03 10:45, Log: waterLV:650
Time: 2022-01-03 10:45, Log: pumped
Time: 2022-01-03 10:50, Log: waterLV:648
Time: 2022-01-03 10:50, Log: pumped
Time: 2022-01-03 10:55, Log: waterLV:642
Time: 2022-01-03 10:55, Log: pumped
Time: 2022-01-03 11:00, Log: waterLV:641
Time: 2022-01-03 11:00, Log: pumped
Time: 2022-01-03 11:05, Log: waterLV:651
Time: 2022-01-03 11:05, Log: pumped
Time: 2022-01-03 11:10, Log: waterLV:642
Time: 2022-01-03 11:10, Log: pumped
Time: 2022-01-03 11:15, Log: waterLV:648
Time: 2022-01-03 11:15, Log: pumped
Time: 2022-01-03 11:20, Log: waterLV:643
Time: 2022-01-03 11:20, Log: pumped
Time: 2022-01-03 11:25, Log: waterLV:652
Time: 2022-01-03 11:25, Log: pumped
Time: 2022-01-03 11:30, Log: waterLV:640
Time: 2022-01-03 11:30, Log: pumped
Time: 2022-01-03 11:35, Log: waterLV:648
Time: 2022-01-03 11:35, Log: pumped
Time: 2022-01-03 11:40, Log: waterLV:648
Time: 2022-01-03 11:40, Log: pumped
Time: 2022-01-03 11:45, Log: waterLV:643
Time: 2022-01-03 11:45, Log: pumped
Time: 2022-01-03 11:50, Log: waterLV:647
Time: 2022-01-03 11:50, Log: pumped
Time: 2022-01-03 11:55, Log: waterLV:649
Time: 2022-01-03 11:55, Log: pumped
Time: 2022-01-03 12:00, Log: waterLV:640
Time: 2022-01-03 12:00, Log: pumped
Time: 2022-01-03 12:05, Log: waterLV:641
Time: 2022-01-03 12:05, Log: pumped
Time: 2022-01-03 12:10, Log: waterLV:640
Time: 2022-01-03 12:10, Log: pumped
Time: 2022-01-03 12:15, Log: waterLV:642
Time: 2022-01-03 12:15, Log: pumped
Time: 2022-01-03 12:20, Log: waterLV:643
Time: 2022-01-03 12:20, Log: pumped
Time: 2022-01-03 12:25, Log: waterLV:641
Time: 2022-01-03 12:25, Log: pumped
Time: 2022-01-03 12:30, Log: waterLV:641
Time: 2022-01-03 12:30, Log: pumped
Time: 2022-01-03 12:35, Log: waterLV:642
Time: 2022-01-03 12:35, Log: pumped
Time: 2022-01-03 12:40, Log: waterLV:649
Time: 2022-01-03 12:40, Log: pumped
Time: 2022-01-03 12:45, Log: waterLV:641
Time: 2022-01-03 12:45, Log: pumped
Time: 2022-01-03 12:50, Log: waterLV:649
Time: 2022-01-03 12:50, Log: pumped
Time: 2022-01-03 12:55, Log: waterLV:641
Time: 2022-01-03 12:55, Log: pumped
Time: 2022-01-03 13:00, Log: waterLV:641
Time: 2022-01-03 13:00, Log: pumped
Time: 2022-01-03 13:05, Log: waterLV:646
Time: 2022-01-03 13:05, Log: pumped
Time: 2022-01-03 13:10, Log: waterLV:650
Time: 2022-01-03 13:10, Log: pumped
Time: 2022-01-03 13:15, Log: waterLV:640
Time: 2022-01-03 13:15, Log: pumped
Time: 2022-01-03 13:20, Log: waterLV:641
Time: 2022-01-03 13:20, Log: pumped
Time: 2022-01-03 13:25, Log: waterLV:646
Time: 2022-01-03 13:25, Log: pumped
Time: 2022-01-03 13:30, Log: waterLV:640
Time: 2022-01-03 13:30, Log: pumped
Time: 2022-01-03 13:35, Log: waterLV:646
Time: 2022-01-03 13:35, Log: pumped
Time: 2022-01-03 13:40, Log: waterLV:653
Time: 2022-01-03 13:40, Log: pumped
Time: 2022-01-03 13:45, Log: waterLV:655
Time: 2022-01-03 13:45, Log: pumped
Time: 2022-01-03 13:50, Log: waterLV:645
Time: 2022-01-03 13:50, Log: pumped
Time: 2022-01-03 13:55, Log: waterLV:645
Time: 2022-01-03 13:55, Log: pumped
Time: 2022-01-03 14:00, Log: waterLV:653
Time: 2022-01-03 14:00, Log: pumped
Time: 2022-01-03 14:05, Log: waterLV:651
Time: 2022-01-03 14:05, Log: pumped
Time: 2022-01-03 14:10, Log: waterLV:646
Time: 2022-01-03 14:10, Log: pumped
Time: 2022-01-03 14:15, Log: waterLV:654
Time: 2022-01-03 14:15, Log: pumped
Time: 2022-01-03 14:20, Log: waterLV:653
Time: 2022-01-03 14:20, Log: pumped
Time: 2022-01-03 14:25, Log: waterLV:645
Time: 2022-01-03 14:25, Log: pumped
Time: 2022-01-03 14:30, Log: waterLV:645
Time: 2022-01-03 14:30, Log: pumped
Time: 2022-01-03 14:35, Log: waterLV:654
Time: 2022-01-03 14:35, Log: pumped
Time: 2022-01-03 14:40, Log: waterLV:646
Time: 2022-01-03 14:40, Log: pumped
Time: 2022-01-03 14:45, Log: waterLV:646
Time: 2022-01-03 14:45, Log: pumped
Time: 2022-01-03 14:50, Log: waterLV:649
Time: 2022-01-03 14:50, Log: pumped
Time: 2022-01-03 14:55, Log: waterLV:654
Time: 2022-01-03 14:55, Log: pumped
Time: 2022-01-03 15:00, Log: waterLV:654
Time: 2022-01-03 15:00, Log: pumped
Time: 2022-01-03 15:05, Log: waterLV:647
Time: 2022-01-03 15:05, Log: pumped
Time: 2022-01-03 15:10, Log: waterLV:654
Time: 2022-01-03 15:10, Log: pumped
Time: 2022-01-03 15:15, Log: waterLV:646
Time: 2022-01-03 15:15, Log: pumped
Time: 2022-01-03 15:20, Log: waterLV:654
Time: 2022-01-03 15:20, Log: pumped
Time: 2022-01-03 15:25, Log: waterLV:645
Time: 2022-01-03 15:25, Log: pumped
Time: 2022-01-03 15:30, Log: waterLV:644
Time: 2022-01-03 15:30, Log: pumped
Time: 2022-01-03 15:35, Log: waterLV:648
Time: 2022-01-03 15:35, Log: pumped
Time: 2022-01-03 15:40, Log: waterLV:645
Time: 2022-01-03 15:40, Log: pumped
Time: 2022-01-03 15:45, Log: waterLV:652
Time: 2022-01-03 15:45, Log: pumped
Time: 2022-01-03 15:50, Log: waterLV:654
Time: 2022-01-03 15:50, Log: pumped
Time: 2022-01-03 15:55, Log: waterLV:653
Time: 2022-01-03 15:55, Log: pumped
Time: 2022-01-03 16:00, Log: waterLV:653
Time: 2022-01-03 16:00, Log: pumped
Time: 2022-01-03 16:05, Log: waterLV:646
Time: 2022-01-03 16:05, Log: pumped
Time: 2022-01-03 16:10, Log: waterLV:645
Time: 2022-01-03 16:10, Log: pumped
Time: 2022-01-03 16:15, Log: waterLV:646
Time: 2022-01-03 16:15, Log: pumped
Time: 2022-01-03 16:20, Log: waterLV:655
Time: 2022-01-03 16:20, Log: pumped
Time: 2022-01-03 16:25, Log: waterLV:648
Time: 2022-01-03 16:25, Log: pumped
Time: 2022-01-03 16:30, Log: waterLV:648
Time: 2022-01-03 16:30, Log: pumped
Time: 2022-01-03 16:35, Log: waterLV:648
Time: 2022-01-03 16:35, Log: pumped
Time: 2022-01-03 16:40, Log: waterLV:647
Time: 2022-01-03 16:40, Log: pumped
Time: 2022-01-03 16:45, Log: waterLV:647
Time: 2022-01-03 16:45, Log: pumped
Time: 2022-01-03 16:50, Log: waterLV:649
Time: 2022-01-03 16:50, Log: pumped
Time: 2022-01-03 16:55, Log: waterLV:655
Time: 2022-01-03 16:55, Log: pumped
Time: 2022-01-03 17:00, Log: waterLV:654
Time: 2022-01-03 17:00, Log: pumped
Time: 2022-01-03 17:05, Log: waterLV:646
Time: 2022-01-03 17:05, Log: pumped
Time: 2022-01-03 17:10, Log: waterLV:653
Time: 2022-01-03 17:10, Log: pumped
Time: 2022-01-03 17:15, Log: waterLV:646
Time: 2022-01-03 17:15, Log: pumped
Time: 2022-01-03 17:20, Log: waterLV:646
Time: 2022-01-03 17:20, Log: pumped
Time: 2022-01-03 17:25, Log: waterLV:646
Time: 2022-01-03 17:25, Log: pumped
Time: 2022-01-03 17:30, Log: waterLV:650
Time: 2022-01-03 17:30, Log: pumped
Time: 2022-01-03 17:35, Log: waterLV:654
Time: 2022-01-03 17:35, Log: pumped
Time: 2022-01-03 17:40, Log: waterLV:651
Time: 2022-01-03 17:40, Log: pumped
Time: 2022-01-03 17:45, Log: waterLV:646
Time: 2022-01-03 17:45, Log: pumped
Time: 2022-01-03 17:50, Log: waterLV:654
Time: 2022-01-03 17:50, Log: pumped
Time: 2022-01-03 17:55, Log: waterLV:647
Time: 2022-01-03 17:55, Log: pumped
Time: 2022-01-03 18:00, Log: waterLV:651
Time: 2022-01-03 18:00, Log: pumped
Time: 2022-01-03 18:05, Log: waterLV:650
Time: 2022-01-03 18:05, Log: pumped
Time: 2022-01-03 18:10, Log: waterLV:645
Time: 2022-01-03 18:10, Log: pumped
Time: 2022-01-03 18:15, Log: waterLV:657
Time: 2022-01-03 18:15, Log: pumped
Time: 2022-01-03 18:20, Log: waterLV:653
Time: 2022-01-03 18:20, Log: pumped
Time: 2022-01-03 18:25, Log: waterLV:647
Time: 2022-01-03 18:25, Log: pumped
Time: 2022-01-03 18:30, Log: waterLV:653
Time: 2022-01-03 18:30, Log: pumped
Time: 2022-01-03 18:35, Log: waterLV:648
Time: 2022-01-03 18:35, Log: pumped
Time: 2022-01-03 18:40, Log: waterLV:654
Time: 2022-01-03 18:40, Log: pumped
Time: 2022-01-03 18:45, Log: waterLV:648
Time: 2022-01-03 18:45, Log: pumped
Time: 2022-01-03 18:50, Log: waterLV:651
Time: 2022-01-03 18:50, Log: pumped
Time: 2022-01-03 18:55, Log: waterLV:655
